INPUT:parentheses	OUTPUT:correct	GOLDEN:correct	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
( ] } ]	0				https://platform.toloka.ai/task/41554142/00027a10de--6516730fe417373852fafe81	00027a10de--6515e7f4e6499645e520caa6	00027a10de--6516730fe417373852fafe81	00027a10de--6516730fe417373852fafe7f	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:47:43.538	2023-09-29T06:48:10.013	2023-09-29T06:48:10.013	0.0190000000
[ ] ( ( [ ] ) ( ( ) ) ) ( [ ] ( ( ) ) )	1	1			https://platform.toloka.ai/task/41554142/00027a10de--6516730fe417373852fafe81	00027a10de--6515e7e063c0d47637f1e0fb	00027a10de--6516730fe417373852fafe81	00027a10de--6516730fe417373852fafe7f	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:47:43.538	2023-09-29T06:48:10.013	2023-09-29T06:48:10.013	0.0190000000
{ { } [ ] } ( )	1				https://platform.toloka.ai/task/41554142/00027a10de--6516730fe417373852fafe81	00027a10de--6515e7f4e6499645e520ca8f	00027a10de--6516730fe417373852fafe81	00027a10de--6516730fe417373852fafe7f	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:47:43.538	2023-09-29T06:48:10.013	2023-09-29T06:48:10.013	0.0190000000
{ ] { ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516731115b13a5af6e9ab5b	00027a10de--6515e7e063c0d47637f1e106	00027a10de--6516731115b13a5af6e9ab5b	00027a10de--6516731115b13a5af6e9ab58	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:47:45.977	2023-09-29T06:48:04.686	2023-09-29T06:48:04.686	0.0220000000
[ ] [ ] [ ] [ ] ( ) [ ( { } ( { } ) ) ]	1				https://platform.toloka.ai/task/41554142/00027a10de--6516731115b13a5af6e9ab5b	00027a10de--6515e7f4e6499645e520ca97	00027a10de--6516731115b13a5af6e9ab5b	00027a10de--6516731115b13a5af6e9ab58	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:47:45.977	2023-09-29T06:48:04.686	2023-09-29T06:48:04.686	0.0220000000
[ ] [ ] [ ] [ ] { { ( ) ( ) { [ ] } } }	1				https://platform.toloka.ai/task/41554142/00027a10de--6516731115b13a5af6e9ab5b	00027a10de--6515e7f4e6499645e520cab2	00027a10de--6516731115b13a5af6e9ab5b	00027a10de--6516731115b13a5af6e9ab58	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:47:45.977	2023-09-29T06:48:04.686	2023-09-29T06:48:04.686	0.0220000000
{ [ [ ] ( { } ) ] ( ) }	1				https://platform.toloka.ai/task/41554142/00027a10de--651673260ab55c42a0bca748	00027a10de--6515e7f4e6499645e520ca1d	00027a10de--651673260ab55c42a0bca748	00027a10de--651673260ab55c42a0bca741	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:48:06.297	2023-09-29T06:48:45.231	2023-09-29T06:48:45.231	0.0220000000
[ { } { { { } { { ( ( ( ) ) ) } } } } ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651673260ab55c42a0bca748	00027a10de--6515e7e063c0d47637f1e104	00027a10de--651673260ab55c42a0bca748	00027a10de--651673260ab55c42a0bca741	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:48:06.297	2023-09-29T06:48:45.231	2023-09-29T06:48:45.231	0.0220000000
} (	0				https://platform.toloka.ai/task/41554142/00027a10de--651673260ab55c42a0bca748	00027a10de--6515e7f4e6499645e520ca8d	00027a10de--651673260ab55c42a0bca748	00027a10de--651673260ab55c42a0bca741	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:48:06.297	2023-09-29T06:48:45.231	2023-09-29T06:48:45.231	0.0220000000
) ) { ] [ { { } [ ) ) (	0				https://platform.toloka.ai/task/41554142/00027a10de--651673290ab55c42a0bca809	00027a10de--6515e7f4e6499645e520ca2d	00027a10de--651673290ab55c42a0bca809	00027a10de--651673290ab55c42a0bca806	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:48:09.354	2023-09-29T06:48:17.386	2023-09-29T06:48:17.386	0.0220000000
) { ( { [ ) { ] ) { ( ]	0				https://platform.toloka.ai/task/41554142/00027a10de--651673290ab55c42a0bca809	00027a10de--6515e7f4e6499645e520ca47	00027a10de--651673290ab55c42a0bca809	00027a10de--651673290ab55c42a0bca806	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:48:09.354	2023-09-29T06:48:17.386	2023-09-29T06:48:17.386	0.0220000000
{ ] { ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651673290ab55c42a0bca809	00027a10de--6515e7e063c0d47637f1e106	00027a10de--651673290ab55c42a0bca809	00027a10de--651673290ab55c42a0bca806	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:48:09.354	2023-09-29T06:48:17.386	2023-09-29T06:48:17.386	0.0220000000
[ { ( [ ] ) } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--6516732b0ab55c42a0bca850	00027a10de--6515e7f4e6499645e520ca83	00027a10de--6516732b0ab55c42a0bca850	00027a10de--6516732b0ab55c42a0bca84d	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:48:11.718	2023-09-29T06:48:46.182	2023-09-29T06:48:46.182	0.0190000000
( ) ( ( [ ( { [ } [ ( ) [ ] } } ) ] ) )	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516732b0ab55c42a0bca850	00027a10de--6515e7e063c0d47637f1e0f7	00027a10de--6516732b0ab55c42a0bca850	00027a10de--6516732b0ab55c42a0bca84d	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:48:11.718	2023-09-29T06:48:46.182	2023-09-29T06:48:46.182	0.0190000000
[ { [ }	0				https://platform.toloka.ai/task/41554142/00027a10de--6516732b0ab55c42a0bca850	00027a10de--6515e7f4e6499645e520cac0	00027a10de--6516732b0ab55c42a0bca850	00027a10de--6516732b0ab55c42a0bca84d	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:48:11.718	2023-09-29T06:48:46.182	2023-09-29T06:48:46.182	0.0190000000
{ { ( ] [ } ) ] ( } } ) [ { ) ( ) ] { [	0				https://platform.toloka.ai/task/41554142/00027a10de--6516732dbded9655b662db58	00027a10de--6515e7f4e6499645e520ca39	00027a10de--6516732dbded9655b662db58	00027a10de--6516732dbded9655b662db54	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:48:13.158	2023-09-29T06:48:49.849	2023-09-29T06:48:49.849	0.0190000000
{ } [ ] [ ] ( )	1				https://platform.toloka.ai/task/41554142/00027a10de--6516732dbded9655b662db58	00027a10de--6515e7f4e6499645e520cad3	00027a10de--6516732dbded9655b662db58	00027a10de--6516732dbded9655b662db54	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:48:13.158	2023-09-29T06:48:49.849	2023-09-29T06:48:49.849	0.0190000000
( [ ] [ ( { } ) ( ) ] { { } ( ) ( ) } )	1	1			https://platform.toloka.ai/task/41554142/00027a10de--6516732dbded9655b662db58	00027a10de--6515e7e063c0d47637f1e0e9	00027a10de--6516732dbded9655b662db58	00027a10de--6516732dbded9655b662db54	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:48:13.158	2023-09-29T06:48:49.849	2023-09-29T06:48:49.849	0.0190000000
{ [ ] } [ ] ( ) { ( ) }	1				https://platform.toloka.ai/task/41554142/00027a10de--651673324dc98f156e900b7e	00027a10de--6515e7f4e6499645e520ca7d	00027a10de--651673324dc98f156e900b7e	00027a10de--651673324dc98f156e900b78	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:48:18.946	2023-09-29T06:48:35.541	2023-09-29T06:48:35.541	0.0220000000
{ { ( ] [ } ) ] ( } } ) [ { ) ( ) ] { [	0				https://platform.toloka.ai/task/41554142/00027a10de--651673324dc98f156e900b7e	00027a10de--6515e7f4e6499645e520ca39	00027a10de--651673324dc98f156e900b7e	00027a10de--651673324dc98f156e900b78	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:48:18.946	2023-09-29T06:48:35.541	2023-09-29T06:48:35.541	0.0220000000
( ) [ ( [ [ ] ] ) ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651673324dc98f156e900b7e	00027a10de--6515e7e063c0d47637f1e0f9	00027a10de--651673324dc98f156e900b7e	00027a10de--651673324dc98f156e900b78	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:48:18.946	2023-09-29T06:48:35.541	2023-09-29T06:48:35.541	0.0220000000
[ ) [ ( ) ] ( ( [ ] ) [ ] ) ( [ ( ) ] )	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516733f458ad076cf0a013a	00027a10de--6515e7e063c0d47637f1e0e1	00027a10de--6516733f458ad076cf0a013a	00027a10de--6516733f458ad076cf0a0133	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:48:31.365	2023-09-29T06:48:52.979	2023-09-29T06:48:52.979	0.0190000000
{ { ( ] [ } ) ] ( } } ) [ { ) ( ) ] { [	0				https://platform.toloka.ai/task/41554142/00027a10de--6516733f458ad076cf0a013a	00027a10de--6515e7f4e6499645e520ca39	00027a10de--6516733f458ad076cf0a013a	00027a10de--6516733f458ad076cf0a0133	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:48:31.365	2023-09-29T06:48:52.979	2023-09-29T06:48:52.979	0.0190000000
[ ) [ )	0				https://platform.toloka.ai/task/41554142/00027a10de--6516733f458ad076cf0a013a	00027a10de--6515e7f4e6499645e520ca7f	00027a10de--6516733f458ad076cf0a013a	00027a10de--6516733f458ad076cf0a0133	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:48:31.365	2023-09-29T06:48:52.979	2023-09-29T06:48:52.979	0.0190000000
( ] } ]	0				https://platform.toloka.ai/task/41554142/00027a10de--65167345e417373852fb0bfd	00027a10de--6515e7f4e6499645e520caa6	00027a10de--65167345e417373852fb0bfd	00027a10de--65167345e417373852fb0bf6	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:48:37.361	2023-09-29T06:48:44.366	2023-09-29T06:48:44.366	0.0220000000
( {	0				https://platform.toloka.ai/task/41554142/00027a10de--65167345e417373852fb0bfd	00027a10de--6515e7f4e6499645e520ca1b	00027a10de--65167345e417373852fb0bfd	00027a10de--65167345e417373852fb0bf6	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:48:37.361	2023-09-29T06:48:44.366	2023-09-29T06:48:44.366	0.0220000000
( ) [ ( ) ( ) ] { }	1	1			https://platform.toloka.ai/task/41554142/00027a10de--65167345e417373852fb0bfd	00027a10de--6515e7e063c0d47637f1e0ff	00027a10de--65167345e417373852fb0bfd	00027a10de--65167345e417373852fb0bf6	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:48:37.361	2023-09-29T06:48:44.366	2023-09-29T06:48:44.366	0.0220000000
{ { } [ ] } ( )	1				https://platform.toloka.ai/task/41554142/00027a10de--6516734e15b13a5af6e9b927	00027a10de--6515e7f4e6499645e520ca8f	00027a10de--6516734e15b13a5af6e9b927	00027a10de--6516734d15b13a5af6e9b925	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:48:46.058	2023-09-29T06:49:03.483	2023-09-29T06:49:03.483	0.0220000000
( ) [ } [ [ } { } ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516734e15b13a5af6e9b927	00027a10de--6515e7e063c0d47637f1e0e3	00027a10de--6516734e15b13a5af6e9b927	00027a10de--6516734d15b13a5af6e9b925	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:48:46.058	2023-09-29T06:49:03.483	2023-09-29T06:49:03.483	0.0220000000
[ ] { ( ) { } }	1				https://platform.toloka.ai/task/41554142/00027a10de--6516734e15b13a5af6e9b927	00027a10de--6515e7f4e6499645e520ca6b	00027a10de--6516734e15b13a5af6e9b927	00027a10de--6516734d15b13a5af6e9b925	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:48:46.058	2023-09-29T06:49:03.483	2023-09-29T06:49:03.483	0.0220000000
[ { ) ] { ) { ( ) [ [ ]	0				https://platform.toloka.ai/task/41554142/00027a10de--6516734ee417373852fb0ded	00027a10de--6515e7f4e6499645e520cacf	00027a10de--6516734ee417373852fb0ded	00027a10de--6516734ee417373852fb0deb	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:48:46.602	2023-09-29T06:49:22.924	2023-09-29T06:49:22.924	0.0220000000
[ ] ( [ [ { [ ] } [ ] ( { ( ) } ) ] ] )	1	1			https://platform.toloka.ai/task/41554142/00027a10de--6516734ee417373852fb0ded	00027a10de--6515e7e063c0d47637f1e0f5	00027a10de--6516734ee417373852fb0ded	00027a10de--6516734ee417373852fb0deb	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:48:46.602	2023-09-29T06:49:22.924	2023-09-29T06:49:22.924	0.0220000000
) ) { ] [ { { } [ ) ) (	0				https://platform.toloka.ai/task/41554142/00027a10de--6516734ee417373852fb0ded	00027a10de--6515e7f4e6499645e520ca2d	00027a10de--6516734ee417373852fb0ded	00027a10de--6516734ee417373852fb0deb	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:48:46.602	2023-09-29T06:49:22.924	2023-09-29T06:49:22.924	0.0220000000
{ ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651673529ed8a304700c442f	00027a10de--6515e7e063c0d47637f1e116	00027a10de--651673529ed8a304700c442f	00027a10de--651673529ed8a304700c442d	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:48:50.578	2023-09-29T06:48:59.145	2023-09-29T06:48:59.145	0.0220000000
} (	0				https://platform.toloka.ai/task/41554142/00027a10de--651673529ed8a304700c442f	00027a10de--6515e7f4e6499645e520ca8d	00027a10de--651673529ed8a304700c442f	00027a10de--651673529ed8a304700c442d	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:48:50.578	2023-09-29T06:48:59.145	2023-09-29T06:48:59.145	0.0220000000
( {	0				https://platform.toloka.ai/task/41554142/00027a10de--651673529ed8a304700c442f	00027a10de--6515e7f4e6499645e520ca1b	00027a10de--651673529ed8a304700c442f	00027a10de--651673529ed8a304700c442d	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:48:50.578	2023-09-29T06:48:59.145	2023-09-29T06:48:59.145	0.0220000000
( ] } ]	0				https://platform.toloka.ai/task/41554142/00027a10de--65167353495d233df31e730e	00027a10de--6515e7f4e6499645e520caa6	00027a10de--65167353495d233df31e730e	00027a10de--65167353495d233df31e7308	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:48:51.401	2023-09-29T06:49:06.517	2023-09-29T06:49:06.517	0.0190000000
[ ] ( [ } ] ] { ) { } ( } ) ) { { ( [ )	0				https://platform.toloka.ai/task/41554142/00027a10de--65167353495d233df31e730e	00027a10de--6515e7f4e6499645e520ca7b	00027a10de--65167353495d233df31e730e	00027a10de--65167353495d233df31e7308	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:48:51.401	2023-09-29T06:49:06.517	2023-09-29T06:49:06.517	0.0190000000
{ ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167353495d233df31e730e	00027a10de--6515e7e063c0d47637f1e116	00027a10de--65167353495d233df31e730e	00027a10de--65167353495d233df31e7308	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:48:51.401	2023-09-29T06:49:06.517	2023-09-29T06:49:06.517	0.0190000000
[ ] [ ] [ ] [ ] ( ) [ ( { } ( { } ) ) ]	0				https://platform.toloka.ai/task/41554142/00027a10de--65167356bded9655b662e6de	00027a10de--6515e7f4e6499645e520ca97	00027a10de--65167356bded9655b662e6de	00027a10de--65167356bded9655b662e6d9	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:48:54.757	2023-09-29T06:49:33.472	2023-09-29T06:49:33.472	0.0190000000
( ) { } [ ] } [ ] { ( ) [ { } ] [ ] { }	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167356bded9655b662e6de	00027a10de--6515e7e063c0d47637f1e0e7	00027a10de--65167356bded9655b662e6de	00027a10de--65167356bded9655b662e6d9	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:48:54.757	2023-09-29T06:49:33.472	2023-09-29T06:49:33.472	0.0190000000
{ } [ ] [ ] ( )	1				https://platform.toloka.ai/task/41554142/00027a10de--65167356bded9655b662e6de	00027a10de--6515e7f4e6499645e520cad3	00027a10de--65167356bded9655b662e6de	00027a10de--65167356bded9655b662e6d9	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:48:54.757	2023-09-29T06:49:33.472	2023-09-29T06:49:33.472	0.0190000000
[ { ( [ ] ) } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--65167356e417373852fb0f6b	00027a10de--6515e7f4e6499645e520ca83	00027a10de--65167356e417373852fb0f6b	00027a10de--65167356e417373852fb0f64	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:48:54.040	2023-09-29T06:49:26.404	2023-09-29T06:49:26.404	0.0190000000
) { ( { [ ) { ] ) { ( ]	0				https://platform.toloka.ai/task/41554142/00027a10de--65167356e417373852fb0f6b	00027a10de--6515e7f4e6499645e520ca47	00027a10de--65167356e417373852fb0f6b	00027a10de--65167356e417373852fb0f64	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:48:54.040	2023-09-29T06:49:26.404	2023-09-29T06:49:26.404	0.0190000000
( ) [ ( [ [ ] ] ) ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--65167356e417373852fb0f6b	00027a10de--6515e7e063c0d47637f1e0f9	00027a10de--65167356e417373852fb0f6b	00027a10de--65167356e417373852fb0f64	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:48:54.040	2023-09-29T06:49:26.404	2023-09-29T06:49:26.404	0.0190000000
[ ] { ( ) { } }	1				https://platform.toloka.ai/task/41554142/00027a10de--6516735c9ed8a304700c46ac	00027a10de--6515e7f4e6499645e520ca6b	00027a10de--6516735c9ed8a304700c46ac	00027a10de--6516735c9ed8a304700c46a2	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:49:00.641	2023-09-29T06:49:20.141	2023-09-29T06:49:20.141	0.0220000000
( ) [ } [ [ } { } ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516735c9ed8a304700c46ac	00027a10de--6515e7e063c0d47637f1e0e3	00027a10de--6516735c9ed8a304700c46ac	00027a10de--6516735c9ed8a304700c46a2	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:49:00.641	2023-09-29T06:49:20.141	2023-09-29T06:49:20.141	0.0220000000
{ ( { } ) [ ] }	1				https://platform.toloka.ai/task/41554142/00027a10de--6516735c9ed8a304700c46ac	00027a10de--6515e7f4e6499645e520cad5	00027a10de--6516735c9ed8a304700c46ac	00027a10de--6516735c9ed8a304700c46a2	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:49:00.641	2023-09-29T06:49:20.141	2023-09-29T06:49:20.141	0.0220000000
( ) ( ( [ ( { [ } [ ( ) [ ] } } ) ] ) )	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167360827c067dd0168dca	00027a10de--6515e7e063c0d47637f1e0f7	00027a10de--65167360827c067dd0168dca	00027a10de--65167360827c067dd0168dc8	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:49:04.868	2023-09-29T06:49:51.959	2023-09-29T06:49:51.959	0.0220000000
{ [ [ ] ( { } ) ] ( ) }	1				https://platform.toloka.ai/task/41554142/00027a10de--65167360827c067dd0168dca	00027a10de--6515e7f4e6499645e520ca1d	00027a10de--65167360827c067dd0168dca	00027a10de--65167360827c067dd0168dc8	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:49:04.868	2023-09-29T06:49:51.959	2023-09-29T06:49:51.959	0.0220000000
{ ( { } ) } ( )	1				https://platform.toloka.ai/task/41554142/00027a10de--65167360827c067dd0168dca	00027a10de--6515e7f4e6499645e520cac8	00027a10de--65167360827c067dd0168dca	00027a10de--65167360827c067dd0168dc8	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:49:04.868	2023-09-29T06:49:51.959	2023-09-29T06:49:51.959	0.0220000000
[ ] [ ] [ ] [ ] { { ( ) ( ) { [ ] } } }	1				https://platform.toloka.ai/task/41554142/00027a10de--651673639ed8a304700c4884	00027a10de--6515e7f4e6499645e520cab2	00027a10de--651673639ed8a304700c4884	00027a10de--651673639ed8a304700c487e	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:49:07.801	2023-09-29T06:50:35.623	2023-09-29T06:50:35.623	0.0190000000
} (	0				https://platform.toloka.ai/task/41554142/00027a10de--651673639ed8a304700c4884	00027a10de--6515e7f4e6499645e520ca8d	00027a10de--651673639ed8a304700c4884	00027a10de--651673639ed8a304700c487e	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:49:07.801	2023-09-29T06:50:35.623	2023-09-29T06:50:35.623	0.0190000000
[ ] ( [ [ { [ ] } [ ] ( { ( ) } ) ] ] )	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651673639ed8a304700c4884	00027a10de--6515e7e063c0d47637f1e0f5	00027a10de--651673639ed8a304700c4884	00027a10de--651673639ed8a304700c487e	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:49:07.801	2023-09-29T06:50:35.623	2023-09-29T06:50:35.623	0.0190000000
( ) ( ( [ ( { [ } [ ( ) [ ] } } ) ] ) )	1	0			https://platform.toloka.ai/task/41554142/00027a10de--6516736de417373852fb146b	00027a10de--6515e7e063c0d47637f1e0f7	00027a10de--6516736de417373852fb146b	00027a10de--6516736de417373852fb1465	074e3f9a0b77e0d5f87679c6f5fcc865	APPROVED	2023-09-29T06:49:17.257	2023-09-29T06:49:55.782	2023-09-29T06:49:55.782	0.0190000000
{ { } [ ) ( [ ) ) ] ] }	1				https://platform.toloka.ai/task/41554142/00027a10de--6516736de417373852fb146b	00027a10de--6515e7f4e6499645e520ca25	00027a10de--6516736de417373852fb146b	00027a10de--6516736de417373852fb1465	074e3f9a0b77e0d5f87679c6f5fcc865	APPROVED	2023-09-29T06:49:17.257	2023-09-29T06:49:55.782	2023-09-29T06:49:55.782	0.0190000000
{ { } [ ] } ( )	1				https://platform.toloka.ai/task/41554142/00027a10de--6516736de417373852fb146b	00027a10de--6515e7f4e6499645e520ca8f	00027a10de--6516736de417373852fb146b	00027a10de--6516736de417373852fb1465	074e3f9a0b77e0d5f87679c6f5fcc865	APPROVED	2023-09-29T06:49:17.257	2023-09-29T06:49:55.782	2023-09-29T06:49:55.782	0.0190000000
[ ] [ ] [ ] [ ] ( ) [ ( { } ( { } ) ) ]	0				https://platform.toloka.ai/task/41554142/00027a10de--651673710ab55c42a0bcb84b	00027a10de--6515e7f4e6499645e520ca97	00027a10de--651673710ab55c42a0bcb84b	00027a10de--651673710ab55c42a0bcb846	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:49:21.947	2023-09-29T06:50:23.357	2023-09-29T06:50:23.357	0.0220000000
[ ] [ ] [ ] [ ] { ( ) } { ( ) ( { } ) }	1				https://platform.toloka.ai/task/41554142/00027a10de--651673710ab55c42a0bcb84b	00027a10de--6515e7f4e6499645e520ca23	00027a10de--651673710ab55c42a0bcb84b	00027a10de--651673710ab55c42a0bcb846	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:49:21.947	2023-09-29T06:50:23.357	2023-09-29T06:50:23.357	0.0220000000
( ) [ ( [ [ ] ] ) ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651673710ab55c42a0bcb84b	00027a10de--6515e7e063c0d47637f1e0f9	00027a10de--651673710ab55c42a0bcb84b	00027a10de--651673710ab55c42a0bcb846	11382edf2065da968eca08ecf6568a00	APPROVED	2023-09-29T06:49:21.947	2023-09-29T06:50:23.357	2023-09-29T06:50:23.357	0.0220000000
) ( ( ) ) [ ) ) } )	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167374e417373852fb1601	00027a10de--6515e7e063c0d47637f1e10e	00027a10de--65167374e417373852fb1601	00027a10de--65167374e417373852fb15fd	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:49:24.398	2023-09-29T06:49:46.546	2023-09-29T06:49:46.546	0.0220000000
{ ( { } ) [ ] }	1				https://platform.toloka.ai/task/41554142/00027a10de--65167374e417373852fb1601	00027a10de--6515e7f4e6499645e520cad5	00027a10de--65167374e417373852fb1601	00027a10de--65167374e417373852fb15fd	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:49:24.398	2023-09-29T06:49:46.546	2023-09-29T06:49:46.546	0.0220000000
[ ) { { [ ( ) } ) { ] [ ) ] } { } ( ( ]	0				https://platform.toloka.ai/task/41554142/00027a10de--65167374e417373852fb1601	00027a10de--6515e7f4e6499645e520ca0f	00027a10de--65167374e417373852fb1601	00027a10de--65167374e417373852fb15fd	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:49:24.398	2023-09-29T06:49:46.546	2023-09-29T06:49:46.546	0.0220000000
